word,vens-a,vens-b
elley,ẽlleÿ,ẽ̱llḛÿ
ellice,ẽllíce,ẽ̱llícḛ
ellicott,ẽllícồtt,ẽ̱llícồtt
ellie,ẽllïe,ẽ̱llïḛ
elliff,ẽllíff,ẽ̱llíff
ellijay,ếllījay,ếllī̱jay
elliman,ẽllímạn,ẽ̱llímạn
elling,ẽllíng,ẽ̱llíng
ellinger,ẽllínger,ẽ̱llínger
ellingsen,ẽllíngsẹn,ẽ̱llíngsẹn
ellingson,ẽllíngsọn,ẽ̱llíngsọn
ellingsworth,ẽllíngsworth,ẽ̱llíngswo̳rth
ellington,ẽllíngtọn,ẽ̱llíngtọn
ellington's,ẽllíngtọn's,ẽ̱llíngtọn's
ellingwood,ẽllíngwood,ẽ̱llíngwo̳od
ellinwood,ẽllínwood,ẽ̱llínwo̳od
ellios,ẽllïōs,ẽ̱llïōs
elliot,ẽllïọt,ẽ̱llïọt
elliott,ẽllïọtt,ẽ̱llïọtt
elliott's,ẽllïọtt's,ẽ̱llïọtt'̰s
ellipse,éllípse,éllí̱psḛ
ellipsoid,éllípsoid,éllí̱psoid
ellipsoids,éllípsoids,éllí̱psoids
elliptical,éllíptícạl,éllí̱ptícạl
ellis,ẽllís,ẽ̱llís
ellis's,ẽllís's,ẽ̱llís's
ellison,ẽllísọn,ẽ̱llísọn
ellisor,ẽllísor,ẽ̱llísor
elliston,ẽllístồn,ẽ̱llístồn
ellithorpe,ẽllíthorpe,ẽ̱llíthorpḛ
ellman,ẽllmạn,ẽ̱llmạn
ellmann,ẽllmạnn,ẽ̱llmạnn
ellner,ẽllner,ẽ̱llner
ellroy,ẽllroy,ẽ̱llro̳y
ells,ẽlls,ẽ̱lls
ellsberg,ẽllsberg,ẽ̱llsberg
ellsberg's,ẽllsberg's,ẽ̱llsberg's
ellsburg,ẽllsburg,ẽ̱llsburg
ellsworth,ẽllsworth,ẽ̱llsworth
ellwanger,ẽllwẩnger,ẽ̱llwẩnger
ellwood,ẽllwood,ẽ̱llwo̳od
ellwood's,ẽllwood's,ẽ̱llwo̳od's
elly,ẽllÿ,ẽ̱llÿ
ellyn,ẽllýn,ẽ̱llýn
ellyson,ẽllýsọn,ẽ̱llýsọn
ellzey,ẽllzeÿ,ẽ̱llzḛÿ
elm,ẽlm,ẽ̱lm
elma,ẽlmạ,ẽ̱lmạ
elman,ẽlmạn,ẽ̱lmạn
elmendorf,ẽlméndổrf,ẽ̱lméndổrf
elmer,ẽlmer,ẽ̱lmer
elmes,ẽlmes,ẽ̱lmḛs
elmhurst,ẽlmhurst,ẽ̱lmhurst
elmira,ẽlmīrạ,ẽlmī̱rạ
elmo,ẽlmō,ẽ̱lmō
elmootazbell,ẽlmootàzbẽll,ẽlmo̱otà̳zbẽ̳ll
elmootazbellah,ẽlmootàzbẽllạh,ẽlmo̳otà̳zbẽ̱llạh̰
elmore,ẽlmổre,ẽ̱lmổrḛ
elmquist,ẽlmqüíst,ẽ̱lmqüí̳st
elms,ẽlms,ẽ̱lms
elmsford,ẽlmsford,ẽ̱lmsford
elmwood,ẽlmwood,ẽ̱lmwo̳od
elna,élnầ,élnầ̱
elnora,ẽlnổrạ,ẽlnổ̱rạ
elnore,élnổre,élnổ̱rḛ
elnozahy,ẽlnōzầhÿ,ẽ̳lnō̱zầ̱hÿ
elocution,ẽlọcutiọn,ẽ̳lọcu̱tiọn
elocutions,ẽlọcutiọns,ẽ̳lọcu̱tiọns
eloisa,ẽloisạ,ẽlo̱isạ
eloise,ẽlōïse,ẽ̱lōïsḛ
elommal,élōmmạl,élō̱mmạl
elongate,élổngāte,élổ̱ngātḛ
elongated,élổngātẹd,élổ̱ngātẹd
elongation,ếlổngātiọn,ế̳lổngā̱tiọn
elope,élōpe,élō̱pḛ
eloped,élōped,élō̱pḛd
elopes,élōpes,élō̱pḛs
eloquence,ẽlọqüẹnce,ẽ̱lọqüẹncḛ
eloquent,ẽlọqüẹnt,ẽ̱lọqüẹnt
eloquently,ẽlọqüẹntlÿ,ẽ̱lọqüẹntlÿ
elouise,ẽlọüïse,ẽ̱lọüï̳sḛ
eloy,ếloy,ế̱loy
elpers,ẽlpers,ẽ̱lpers
elrica,ẽlrícạ,ẽ̱lrícạ
elrich,ẽlrích,ẽ̱lrích
elrick,ẽlríck,ẽ̱lríck
elrod,élrồd,élrồ̱d
elron,ẽlrọn,ẽ̱lrọn
elroy,élroy,élro̱y
els,ẽls,ẽ̱ls
elsa,ẽlsạ,ẽ̱lsạ
elsas,ẽlsạs,ẽ̱lsạs
elsasser,ẽlsạsser,ẽ̱lsạsser
elsberry,ẽlsbẽrrÿ,ẽ̱lsbẽ̳rr̰ÿ
elsbury,ẽlsbũrÿ,ẽ̱lsbũ̳rÿ
elsdon,ẽlsdọn,ẽ̱lsdọn
else,ẽlse,ẽ̱lsḛ
else's,ẽlsé's,ẽ̱lsé's
elsea,ẽlsếạ,ẽ̱lsếạ
elsen,ẽlsẹn,ẽ̱lsẹn
elser,ẽlser,ẽ̱lser
elses,ẽlsés,ẽ̱lsés
elsesser,ẽlsésser,ẽ̱lsésser
elsevier,ẽlsẹvíer,ẽ̱lsẹví̳ḛr
elsevier's,ẽlsẹvíer's,ẽ̱lsẹví̳ḛr's
elsewhere,ẽlsewhẽre,ẽ̱lsḛwh̰ẽ̳rḛ
elsey,ẽlseÿ,ẽ̱lsḛÿ
elsie,ẽlsïe,ẽ̱lsïḛ
elsie's,ẽlsïe's,ẽ̱lsïḛ's
elsinore,ẽlsịnổre,ẽ̱lsịnổ̳rḛ
elsner,ẽlsner,ẽ̱lsner
elson,ẽlsọn,ẽ̱lsọn
elstad,ẽlstạd,ẽ̱lstạd
elster,ẽlster,ẽ̱lster
elston,élstồn,élstồ̱n
elswick,ẽlswíck,ẽ̱lswí̳ck
elsworth,ẽlsworth,ẽ̱lswo̳rth
elting,ẽltíng,ẽ̱ltíng
elton,ẽltọn,ẽ̱ltọn
eltringham,ẽltrínghẫm,ẽ̱ltríngh̰ẫm
eltzroth,ẽltzrổth,ẽ̱ltzrổth
elucidate,élücịdāte,élü̱cịdā̳tḛ
elucidated,élücịdātẹd,élü̱cịdā̳tẹd
elucidative,élücịdātíve,élü̱cịdā̳tívḛ
elude,élüde,élü̱dḛ
eluded,élüdéd,élü̱déd
eludes,élüdes,élü̱dḛs
eluding,élüdíng,élü̱díng
elusive,élüsíve,élü̱sívḛ
elusiveness,élüsívenẹss,élü̱sívḛnẹss
elva,ẽlvạ,ẽ̱lvạ
elvera,ēlvẽrạ,ēlvẽ̱rạ
elvers,ẽlvers,ẽ̱lvers
elves,ẽlves,ẽ̱lvḛs
elvgren,ẽlvgrẽn,ẽ̱lvgrẽn
elvia,ẽlvïạ,ẽ̱lvïạ
elvie,ẽlvïe,ẽ̱lvïḛ
elvin,ẽlvín,ẽ̱lvín
elvina,ẽlvïnạ,ẽlvï̱nạ
elving,ẽlvíng,ẽ̱lvíng
elvington,ẽlvíngtọn,ẽ̱lvíngtọn
elvira,ẽlvīrạ,ẽlvī̱rạ
elvire,ẽlvīre,ẽ̱lvī̳rḛ
elvis,ẽlvís,ẽ̱lvís
elvis',ẽlvís',ẽ̱lvís'̰
elvis's,ẽlvís's,ẽ̱lvís's
elvy,ẽlvÿ,ẽ̱lvÿ
elway,ẽlway,ẽ̱lwa̳y
elway's,ẽlway's,ẽ̱lwa̳y's
elwell,élwẽll,élwẽ̱ll
elwin,ẽlwín,ẽ̱lwín
elwood,ẽlwood,ẽ̱lwo̳od
elxsi,ẽlxsï,ẽ̱lxsï
ely,ếlȳ,ế̱lȳ
elyn,ẽlýn,ẽ̱lýn
elyria,élýrïạ,élý̱rïạ
elyse,ẽlȳse,ẽ̱lȳsḛ
elysee,ẽlÿsếe,ẽ̱lÿsế̳ḛ
elysees,ẽlÿsếes,ẽ̱lÿsế̳ḛs
elysia,élÿsiạ,élÿ̱siạ
elysium,élýsïụm,élý̱sïụm
elza,ẽlzạ,ẽ̱lzạ
elzey,ẽlzeÿ,ẽ̱lzḛÿ
elzinga,ẽlzïngạ,ẽlzï̱ngạ
elzy,ẽlzÿ,ẽ̱lzÿ
em,ẽm,ẽ̱m
ema,ếmạ,ế̱mạ
emaciate,émācïāte,émā̱cïā̳tḛ
emaciated,émācïātéd,émā̱cïā̳téd
emaciates,émācïātes,émā̱cïā̳tḛs
emaciating,émācïātíng,émā̱cïā̳tíng
emacs,ếmẫcs,ế̱mẫ̳cs
emad,ếmẫd,ế̱mẫd
email,ếmail,ếma̱il
emailed,ếmailed,ếma̱ilḛd
emailing,ếmailíng,ếma̱ilíng
emails,ếmails,ếma̱ils
emanate,ẽmạnāte,ẽ̱mạnā̳tḛ
emanated,ẽmạnātéd,ẽ̱mạnā̳téd
emanates,ẽmạnātes,ẽ̱mạnātḛs
emanating,ẽmạnātíng,ẽ̱mạnā̳tíng
emanation,ẽmạnātiọn,ẽ̳mạnā̱tiọn
emanations,ẽmạnātiọns,ẽ̳mạnā̱tiọns
emancipate,émẫncịpāte,émẫ̱ncịpā̳tḛ
emancipated,émẫncịpātéd,émẫ̱ncịpā̳téd
emancipates,émẫncịpātes,émẫ̱ncịpā̳tḛs
emancipating,émẫncịpātíng,émẫ̱ncịpā̳tíng
emancipation,émẫncịpātiọn,émẫ̳ncịpā̱tiọn
emancipations,émẫncịpātiọns,émẫ̳ncịpā̱tiọns
emanuel,émẫnuẹl,émẫ̱nuẹl
emanuele,ēmầnüẽlē,ēmầnüẽ̱lē
emanuelson,émẫnüelsọn,émẫ̱nüḛlsọn
emard,ẽmard,ẽ̱mard
emasculate,ẹmẫsculāte,ẹmẫ̱sculā̳tḛ
emasculated,ẹmẫsculātéd,ẹmẫ̱sculā̳téd
embalm,ẽmbalm,ẽmba̱lm
embalmed,ẽmbalmed,ẽmba̱lmḛd
embalming,ẽmbalmíng,ẽmba̱lmíng
embankment,ẽmbẫnkmẹnt,ẽmbẫ̱nkmẹnt
embankments,ẽmbẫnkmẹnts,ẽmbẫ̱nkmẹnts
embarcadero,ẽmbầrcạdẽrō,ẽmbầ̳rcạdẽ̱rō
embargo,ẽmbầrgō,ẽmbầ̱rgō
embargoed,émbầrgōed,émbầ̱rgōḛd
embargoes,ẽmbầrgōes,ẽmbầ̱rgōḛs
embark,émbầrk,émbầ̱rk
embarkation,ẽmbầrkātiọn,ẽ̳mbầrkā̱tiọn
embarked,ẽmbầrked,ẽmbầ̱rked
embarking,ẽmbầrkíng,ẽmbầ̱rkíng
embarks,émbầrks,émbầ̱rks
embarrass,émbãrrạss,émbã̱rr̰ạss
embarrassed,émbãrrạssed,émbã̱rr̰ạssed
embarrasses,émbẫrrạssés,émbẫ̱rr̰ạssés
embarrassing,émbãrrạssíng,émbã̱rr̰ạssíng
embarrassingly,émbãrrạssínglÿ,émbã̱rr̰ạssínglÿ
embarrassment,émbãrrạssmẹnt,émbã̱rr̰ạssmẹnt
embarrassments,émbãrrạssmẹnts,émbã̱rr̰ạssmẹnts
embassies,ẽmbạssïes,ẽ̱mbạssïḛs
embassy,ẽmbạssÿ,ẽ̱mbạssÿ
embassy's,ẽmbạssÿ's,ẽ̱mbạssÿ's
embattle,ẽmbẫttle,ẽmbẫ̱ttlḛ
embattled,ẽmbẫttled,ẽmbẫ̱ttlḛd
embayment,ẽmbaymẹnt,ẽmba̱ymẹnt
embed,émbẽd,émbẽ̱d
embedded,ẽmbẽddéd,ẽmbẽ̱dd̰éd
embedding,ẽmbẽddíng,ẽmbẽ̱dd̰íng
embellish,émbẽllísh,émbẽ̱llísh
embellished,ẽmbẽllíshed,ẽmbẽ̱llíshed
embellishes,ẽmbẽllíshẹs,ẽmbẽ̱llíshẹs
embellishing,ẽmbẽllíshíng,ẽmbẽ̱llíshíng
embellishment,ẽmbẽllíshmẹnt,ẽmbẽ̱llíshmẹnt
ember,ẽmber,ẽ̱mber
embers,ẽmbers,ẽ̱mbers
emberson,ẽmbersọn,ẽ̱mbersọn
emberton,ẽmbertọn,ẽ̱mbertọn
embezzle,émbẽzzle,émbẽ̱zzlḛ
embezzled,émbẽzzled,émbẽ̱zzlḛd
embezzlement,ẽmbẽzzlemẹnt,ẽmbẽ̱zzlḛmẹnt
embezzler,ẽmbẽzzler,ẽmbẽ̱zzler
embezzlers,ẽmbẽzzlers,ẽmbẽ̱zzlers
embezzles,émbẽzzles,émbẽ̱zzlḛs
embezzling,ẽmbẽzzlíng,ẽmbẽ̱zzlíng
embitter,ẽmbítter,ẽmbí̱tter
embittered,ẽmbíttered,ẽmbí̱tterḛd
emblazon,ẽmblāzọn,ẽmblā̱zọn
emblazoned,ẽmblāzọned,ẽmblā̱zọnḛd
emblem,ẽmblẹm,ẽ̱mblẹm
emblematic,ẽmblẹmẫtíc,ẽ̳mblẹmẫ̱tíc
emblems,ẽmblẹms,ẽ̱mblẹms
embler,ẽmbler,ẽ̱mbler
embleton,ẽmbletồn,ẽ̱mblḛtồn
embodied,émbồdïed,émbồ̱dïḛd
embodies,ẽmbồdïes,ẽmbồ̱dïḛs
embodiment,ẽmbồdïmẹnt,ẽmbồ̱dïmẹnt
embody,émbồdÿ,émbồ̱dÿ
embodying,émbồdÿíng,émbồ̱dÿíng
embolden,ẽmbōldẹn,ẽmbō̱ldẹn
emboldened,ẽmbōldẹned,ẽmbō̱ldẹnḛd
embolism,ẽmbōlísm,ẽ̱mbōlí̳sm
embolisms,ẽmbōlísms,ẽ̱mbōlí̳sms
emboss,émbổss,émbổ̱ss
embossed,émbổssed,émbổ̱ssed
embrace,émbrāce,émbrā̱cḛ
embraceable,émbrāceạble,émbrā̱cḛạblḛ
embraced,ẽmbrāced,ẽmbrā̱ced
embraces,ẽmbrācés,ẽmbrā̱cés
embracing,ẽmbrācíng,ẽmbrā̱cíng
embree,émbrếe,émbrế̱ḛ
embrey,ẽmbreÿ,ẽ̱mbrḛÿ
embroider,émbroider,émbro̱ider
embroidered,ẽmbroidered,ẽmbro̱iderḛd
embroiderer,ẽmbroiderer,ẽmbro̱iderer
embroiderers,ẽmbroiderers,ẽmbro̱iderers
embroideries,émbroiderïes,émbro̱iderïḛs
embroidering,ẽmbroideríng,ẽmbro̱ideríng
embroidery,ẽmbroiderÿ,ẽmbro̱iderÿ
embroil,ẽmbroil,ẽmbro̱il
embroiled,ẽmbroiled,ẽmbro̱ilḛd
embrose,ẽmbrōse,ẽ̱mbrōsḛ
embry,ẽmbrÿ,ẽ̱mbrÿ
embryo,ẽmbrÿō,ẽ̱mbrÿō̳
embryology,ẽmbrÿồlọgÿ,ẽ̳mbrÿồ̱lọgÿ
embryonic,ẽmbrÿồníc,ẽ̳mbrÿồ̱níc
embryos,ẽmbrÿōs,ẽ̱mbrÿō̳s
embury,ẽmbũrÿ,ẽ̱mbũ̳rÿ
emcee,ẽmcếe,ẽ̱mcế̱ḛ
emch,ẽmch,ẽ̱mch
emco,ẽmcō,ẽ̱mcō
emde,ẽmde,ẽ̱mdḛ
emdr,ếmdr,ế̱m̱ḏṟ
emel,ẽmẹl,ẽ̱mẹl
emelda,ẽmẽldạ,ẽmẽ̱ldạ
emelie,ẽmẹlïe,ẽ̱mẹlïḛ
emelina,ẽmẽlïnạ,ẽ̳mẽlï̱nạ
emeline,ẽmélīne,ẽ̱mélī̳nḛ
emelita,ẽmẽlïtạ,ẽmẽlï̱tạ
emelyne,ẽmélȳne,ẽ̱mélȳnḛ
emens,ẽmẽns,ẽ̱mẽns
emera,ẽmẽrạ,ẽmẽ̱rạ
emerald,ẽmẹrạld,ẽ̱mẹrạld
emeralds,ẽmẹrạlds,ẽ̱mẹrạlds
emerant,ēmẽrạnt,ēmẽ̱rạnt
emeraude,ẽmeraude,ẽ̱mera̳udḛ
emerge,ếmerge,ế̱mergḛ
emerged,ếmerged,ế̱mergḛd
emergence,ếmergẹnce,ế̱mergẹncḛ
emergencies,ếmergẹncïes,ế̱mergẹncïḛs
emergency,ếmergẹncÿ,ế̱mergẹncÿ
emergent,ếmergẹnt,ế̱mergẹnt
emerges,ếmergés,ế̱mergés
emerging,ếmergíng,ế̱mergíng
emerich,ẽmerích,ẽ̱merích̰
emerick,ẽmeríck,ẽ̱meríck
emerine,ẽmerïne,ẽ̱merï̳nḛ
emeritus,émẽrịtụs,émẽ̱rịtụs
emerse,émerse,éme̱rsḛ
emersed,émersed,éme̱rsed
emerson,ẽmersọn,ẽ̱mersọn
emerson's,ẽmersọn's,ẽ̱mersọn's
emert,ẽmert,ẽ̱mert
emerton,ẽmertọn,ẽ̱mertọn
emery,ẽmerÿ,ẽ̱merÿ
emery's,ẽmerÿ's,ẽ̱merÿ's
emeryville,ẽmerÿvílle,ẽ̱merÿví̳llḛ
emetic,émẽtíc,émẽ̱tíc
emfinger,ẽmfínger,ẽ̱mfínger
emge,ẽmge,ẽ̱mgḛ
emhart,ẽmhầrt,ẽ̱mhầ̳rt
emick,ẽmíck,ẽ̱míck
emig,ẽmíg,ẽ̱míg
emigh,ẽmīgh,ẽ̱mīg̰h̰
emigrant,ẽmịgrạnt,ẽ̱mịgrạnt
emigrants,ẽmịgrạnts,ẽ̱mịgrạnts
emigrate,ẽmịgrāte,ẽ̱mịgrā̳tḛ
emigrated,ẽmịgrātéd,ẽ̱mịgrā̳téd
emigrates,ẽmịgrātes,ẽ̱mịgrā̳tḛs
emigrating,ẽmịgrātíng,ẽ̱mịgrā̳tíng
emigration,ẽmịgrātiọn,ẽ̳mịgrā̱tiọn
emigrations,ẽmịgrātiọns,ẽ̳mịgrā̱tiọns
emigre,ẽmịgrē,ẽ̱mịgrē̳
emigres,ẽmịgrēs,ẽ̱mịgrē̳s
emil,ẽmïl,ẽmï̱l
emile,ēmïle,ēmï̱lḛ
emilia,ẹmïlïạ,ẹmï̱lïạ
emilie,ẽmịlïe,ẽ̱mịlïḛ
emilio,ẹmïlïō,ẹmï̱lïō
emilo,ẽmïlō,ẽmï̱lō
emilo's,ẽmïlō's,ẽmï̱lō's
emily,ẽmílÿ,ẽ̱mílÿ
emily's,ẽmílÿ's,ẽ̱mílÿ's
emina,ẽmïnạ,ẽmï̱nạ
eminase,ẽmínầsế,ẽ̳mínầ̱sế
eminem,ẽmịnẹm,ẽ̱mịnẹm
eminence,ẽmịnẹnce,ẽ̱mịnẹncḛ
eminences,ẽmịnẹncés,ẽ̱mịnẹncés
eminent,ẽmịnẹnt,ẽ̱mịnẹnt
eminently,ẽmịnẹntlÿ,ẽ̱mịnẹntlÿ
emir,ēmír,ēmí̱r
emirate,ẽmirāte,ẽ̱mirā̳tḛ
emirates,ẽmirātes,ẽ̱mirā̳tḛs
emirates',ẽmirātes',ẽ̱mirā̳tḛs'̰
emison,ẽmísọn,ẽ̱mísọn
emissaries,ẽmịssãrïes,ẽ̱mịssã̳rïḛs
emissary,ẽmịssãrÿ,ẽ̱mịssã̳rÿ
emission,émíssiọn,émí̱s̰siọn
emissions,émíssiọns,émí̱s̰siọns
emit,émít,émí̱t
emits,émíts,émí̱ts
emitted,émíttéd,émí̱ttéd
emitter,émítter,émí̱tter
emitting,émíttíng,émí̱ttíng
emler,ẽmler,ẽ̱mler
emley,ẽmleÿ,ẽ̱mlḛÿ
emling,ẽmlíng,ẽ̱mlíng
emlyn,émlýn,émlý̱n
emlynne,émlȳnne,émlȳ̱nnḛ
emma,ẽmmạ,ẽ̱mmạ
emma's,ẽmmạ's,ẽ̱mmạ's
emmaline,ẽmmầlïnế,ẽmmầlï̱nế
emmanuel,émmẫnuẹl,émmẫ̱nuẹl
emmanuelle,émmầnüẽlle,émmầ̱nüẽ̳llḛ
emmaus,ẽmmaus,ẽ̱mmaus
emme,ẽmme,ẽ̱mmḛ
emmel,ẽmmẹl,ẽ̱mmẹl
emmeline,ẽmmẹlīne,ẽ̱mmẹlī̳nḛ
emmendorfer,ẽmméndổrfer,ẽ̱mméndổrfer
emmer,ẽmmer,ẽ̱mmer
emmerich,ẽmmerích,ẽ̱mmerích̰
emmerling,ẽmmerlíng,ẽ̱mmerlíng
emmerson,ẽmmersọn,ẽ̱mmersọn
emmert,ẽmmert,ẽ̱mmert
emmery,ẽmmerÿ,ẽ̱mmerÿ
emmet,ẽmmét,ẽ̱mmét
emmett,ẽmmétt,ẽ̱mmétt
emmi,ẽmmï,ẽ̱mmï
emmick,ẽmmíck,ẽ̱mmíck
emmie,ẽmmïe,ẽ̱mmïḛ
emminger,ẽmmínger,ẽ̱mmínger
emmis,ẽmmís,ẽ̱mmís
emmit,ẽmmít,ẽ̱mmít
emmitt,ẽmmítt,ẽ̱mmítt
emmons,ẽmmọns,ẽ̱mmọns
emmott,ẽmmọtt,ẽ̱mmọtt
emmy,ẽmmÿ,ẽ̱mmÿ
emmy's,ẽmmÿ's,ẽ̱mmÿ's
emmys,ẽmmÿs,ẽ̱mmÿs
emo,ếmō,ế̱mō̳
emogene,ẽmọgếne,ẽ̱mọgếnḛ
emond,ẽmọnd,ẽ̱mọnd
emory,ẽmorÿ,ẽ̱morÿ
emory's,ẽmorÿ's,ẽ̱morÿ's
emoticon,ẹmōtịcồn,ẹmō̱tịcồ̳n
emotion,ếmōtiọn,ế̱mō̳tiọn
emotional,ếmōtiọnạl,ế̱mō̳tiọnạl
emotionalism,ếmōtiọnạlísm,ế̱mōtiọnạlí̳sm
emotionally,ếmōtionạllÿ,ế̱mō̳tio̰nạllÿ
emotions,ếmōtiọns,ế̱mōtiọns
emotive,ếmōtíve,ế̱mō̳tívḛ
empanel,émpẫnẹl,émpẫ̱nẹl
empaneled,émpẫnẹled,émpẫ̱nẹlḛd
empaneling,ẽmpẫnẹlíng,ẽmpẫ̱nẹlíng
empath,ẽmpẫth,ẽ̱mpẫ̳th
empathetic,ẽmpạthẽtíc,ẽ̳mpạthẽ̱tíc
empathize,ẽmpạthīze,ẽ̱mpạthī̳zḛ
empathy,ẽmpạthÿ,ẽ̱mpạthÿ
emperor,ẽmperor,ẽ̱mperor
emperor's,ẽmperor's,ẽ̱mperor's
emperors,ẽmperors,ẽ̱mperors
empey,ẽmpeÿ,ẽ̱mpḛÿ
emphases,ẽmphạsếs,ẽ̱mphạsế̳s
emphasis,ẽmphạsís,ẽ̱mphạsís
emphasize,ẽmphạsīze,ẽ̱mphạsī̳zḛ
emphasized,ẽmphạsīzed,ẽ̱mphạsī̳zḛd
emphasizes,ẽmphạsīzés,ẽ̱mphạsī̳zés
emphasizing,ẽmphạsīzíng,ẽ̱mphạsī̳zíng
emphatic,ẽmphẫtíc,ẽmphẫ̱tíc
emphatically,ẽmphẫtícạllÿ,ẽmphẫ̱tícạllÿ
emphysema,ẽmphỵsếmạ,ẽ̳mphỵsế̱mạ
empie,ẽmpïe,ẽ̱mpïḛ
empire,ẽmpīre,ẽ̱mpīrḛ
empire's,ẽmpīre's,ẽ̱mpīrḛ's
empires,ẽmpīres,ẽ̱mpīrḛs
empirical,ẽmpírícạl,ẽ̳mpí̱rícạl
empirically,ẽmpírícallÿ,ẽmpí̱ríca̰llÿ
empiricism,ẽmpírịcísm,ẽmpí̱rịcí̳sm
empiricist,émpírịcịst,émpí̱rịcịst
emplacement,émplācemẹnt,émplā̱cḛmẹnt
emplacements,émplācemẹnts,émplā̱cḛmẹnts
employ,émploy,émplo̱y
employable,ẽmployạble,ẽmplo̱yạblḛ
employed,émployed,émplo̱yḛd
employee,émployếe,émplo̱yếḛ
employee's,émployếe's,émplo̱yếḛ's
employees,émployếes,émplo̱yếḛs
employees',ẽmployếes',ẽmplo̱yếḛs'̰
employer,émployer,émplo̱yer
employer's,émployer's,émplo̱yer's
employers,émployers,émplo̱yers
employers',émployers',émplo̱yers'̰
employing,émployíng,émplo̱yíng
employment,émploymẹnt,émplo̱ymẹnt
employments,émploymẹnts,émplo̱ymẹnts
employs,émploys,émplo̱ys
emporia,ẽmpổrïạ,ẽmpổ̱rïạ
emporium,ẽmpổrïụm,ẽ̳mpổ̱rïụm
empower,émpower,émpo̱wer
empowered,émpowered,émpo̱werḛd
empowering,émpoweríng,émpo̱weríng
empowerment,émpowermẹnt,émpo̱wermẹnt
empowers,émpowers,émpo̱wers
empresa,ẽmprẽsạ,ẽmprẽ̱sạ
empresas,ẽmprẽsạs,ẽmprẽ̱sạs
empress,ẽmprẽss,ẽ̱mprẽss
emprise,ẽmprīse,ẽmprī̱sḛ
empson,ẽmpsọn,ẽ̱mpsọn
empt,ẽmpt,ẽ̱mpt
empted,ẽmptéd,ẽ̱mptéd
emptied,ẽmptïed,ẽ̱mptïḛd
emptier,ẽmptïer,ẽ̱mptïer
empties,ẽmptïes,ẽ̱mptïḛs
emptiness,ẽmptïnẹss,ẽ̱mptïnẹss
empting,ẽmptíng,ẽ̱mptíng
emption,ẽmptiọn,ẽ̱mptiọn
emptive,ẽmptíve,ẽ̱mptívḛ
emptor,ẽmptor,ẽ̱mptor
empts,ẽmpts,ẽ̱mpts
empty,ẽmptÿ,ẽ̱mptÿ
empty-handed,ẽmptÿ-hẫndéd,ẽ̱mptÿ-̰hẫ̱ndéd
emptying,ẽmptÿíng,ẽ̱mptÿíng
emrich,ẽmrích,ẽ̱mrích̰
emrick,ẽmríck,ẽ̱mríck
emry,ẽmrÿ,ẽ̱mrÿ
ems,ếms,ế̱m̱s̱
emslie,ẽmslïe,ẽ̱mslïḛ
emswiler,ẽmswīler,ẽ̱mswī̳ler
emu,ếmu,ế̱mu̳
emuil,ẽmuíl,ẽ̱muí̳l
emuil's,ẽmuíl's,ẽ̱muí̳l's
emulate,ẽmulāte,ẽ̱mulā̳tḛ
emulated,ẽmulātéd,ẽ̱mulā̳téd
emulates,ẽmulātes,ẽ̱mulā̳tḛs
emulating,ẽmulātíng,ẽ̱mulā̳tíng
emulation,ẽmulātiọn,ẽ̳mulā̱tiọn
emulator,ẽmulātor,ẽ̱mulā̳tor
emulex,ẽmulẹx,ẽ̱mulẹx
emulsifier,émùlsịfīer,émù̱lsịfī̳er
emulsion,émùlsiọn,émù̱lsiọn
en,ẽn,ẽ̱n
ena,ẽnạ,ẽ̱nạ
enable,énāble,énā̱blḛ
enabled,énābled,énā̱blḛd
enabler,énābler,énā̱bler
enables,énābles,énā̱blḛs
enabling,énāblíng,énā̱blíng
enact,énẫct,énẫ̱ct
enacted,ẽnẫctẹd,ẽnẫ̱ctẹd
enacting,ẽnẫctíng,ẽnẫ̱ctíng
enactment,ẽnẫctmẹnt,ẽnẫ̱ct̰mẹnt
enactments,ẽnẫctmẹnts,ẽ̳nẫ̱ct̰mẹnt̰s
enacts,énẫcts,é̳nẫ̱cts
enamel,énẫmẹl,énẫ̱mẹl
enameled,énẫmẹled,énẫ̱mẹlḛd
enamels,énẫmẹls,énẫ̱mẹls
enamor,ẽnẫmor,ẽnẫ̱mor
enamored,ẽnẫmored,ẽnẫ̱morḛd
enamoring,ẽnẫmoríng,ẽnẫ̱moríng
enamors,ẽnẫmors,ẽnẫ̱mors
enasa,ēnầsạ,ēnầ̱sạ
enberg,ẽnberg,ẽ̱nberg
encamp,éncẫmp,éncẫ̱mp
encamped,éncẫmped,éncẫ̱mped
encampment,éncẫmpmént,éncẫ̱mpmént
encampments,éncẫmpménts,éncẫ̱mpménts
encapsulate,ẽncẫpsụlāte,ẽncẫ̱psụlā̳tḛ
encapsulated,ẽncẫpsụlātéd,ẽncẫ̱psụlā̳téd
encapsulating,ẽncẫpsụlātíng,ẽncẫ̱psụlā̳tíng
encarnacion,éncầrnầcïổn,éncầrnầcïổ̱n
encarta,ẽncầrtạ,ẽncầ̱rtạ
encase,ẽncāse,ẽncā̱sḛ
encased,ẽncāsed,ẽncā̱sed
encata,ẽncầtạ,ẽncầ̱tạ
encata's,ẽncầtạ's,ẽncầ̱tạ's
encephalitis,ẽncẽphạlītịs,ẽncẽ̳phạlī̱tịs
