word,vens-a,vens-b,vens-c
denatale,dénầtầlế,dénầtầlế,dénầtầ̱lế
denationalization,dếnẫtiọnạlízātiọn,dếnẫtiọnạlízātiọn,dế̳nẫ̳tiọnạlízā̱tiọn
denationalizations,dếnẫtiọnạlízātiọns,dếnẫtiọnạlízātiọns,dếnẫ̳tiọnạlízā̱tiọns
denationalize,dénẫtiọnạlīze,dénẫtiọnạlīzḛ,dénẫ̱tiọnạlī̳zḛ
denationalized,dénẫtiọnạlīzed,dénẫtiọnạlīzḛd,dénẫ̱tiọnạlī̳zḛd
denationalizing,dénẫtiọnạlīzíng,dénẫtiọnạlīzíng,dénẫ̱tiọnạlī̳zíng
denature,dénāture,dénāturḛ,dénā̱turḛ
denatured,dénātured,dénāturḛd,dénā̱turḛd
denault,dénault,dénaul̰t̰,déna̱ul̰t̰
denbo,dếnbō,dếnbō,dế̱nbō
denboer,dẽnbōer,dẽnbōer,dẽ̱nbōer
denbow,dẽnbow,dẽnbow,dẽ̱nbow
denby,dẽnbÿ,dẽnbÿ,dẽ̱nbÿ
denden,dẽndẹn,dẽndẹn,dẽ̱ndẹn
dendinger,dếndínger,dếndínger,dế̱ndínger
dendritic,dẽndrítíc,dẽndrítíc,dẽndrí̱tíc
dendrochronology,dẽndrōchrọnồlọgÿ,dẽndrōch̰rọnồlọgÿ,dẽ̳ndrō̳ch̰rọnồ̱lọgÿ
dendy,dẽndÿ,dẽndÿ,dẽ̱ndÿ
deneau,déneau,dénḛau,dénḛa̱u
deneault,déneault,dénḛaul̰t̰,dénḛa̱ul̰t̰
deneen,déneến,dénḛến,dénḛế̱n
deneke,dẽnékẹ,dẽnékẹ,dẽ̱nékẹ
denenberg,dẽnẹnberg,dẽnẹnberg,dẽ̱nẹnberg
denes,dếnes,dếnḛs,dế̱nḛs
deneuve,dếneùve,dếnḛùvḛ,dếnḛù̱vḛ
deneve,dẽnéve,dẽnévḛ,dẽ̱névḛ
deng,dẽng,dẽng,dẽ̱ng
deng's,dẽng's,dẽng's,dẽ̱ng's
dengel,dẽngẹl,dẽngẹl,dẽ̱ngẹl
dengler,déngler,déngler,dé̱ngler
dengue,dẽngue,dẽnguḛ,dẽ̱nguḛ
denham,dẽnhạm,dẽnh̰ạm,dẽ̱nh̰ạm
denhart,dẽnhầrt,dẽnhầrt,dẽ̱nhầ̳rt
denhartog,dẽnhầrtọg,dẽnhầrtọg,dẽ̱nhầrtọg
denherder,dẽnherder,dẽnhḛrder,dẽ̱nhḛr̳der
denholm,dẽnhōlm,dẽnhōlm,dẽ̱nhō̳lm
deniability,dénīạbílítÿ,dénīạbílítÿ,dénī̳ạbí̱lítÿ
denial,dénīạl,dénīạl,dénī̱ạl
denials,dénīạls,dénīạls,dénī̱ạls
denice,dénïce,dénïcḛ,dénï̱cḛ
denicola,dénïcōlạ,dénïcōlạ,dénïcō̱lạ
denied,dénīed,dénīḛd,dénī̱ḛd
denies,dénīes,dénīḛs,dénī̱ḛs
denigrate,dẽnịgrāte,dẽnịgrātḛ,dẽ̱nịgrā̳tḛ
denigrated,dẽnígrātéd,dẽnígrātéd,dẽ̱nígrā̳téd
denigrating,dẽnígrātíng,dẽnígrātíng,dẽ̱nígrā̳tíng
denigris,dẽnígrís,dẽnígrís,dẽ̱nígrís
denike,dẽníke,dẽníkḛ,dẽ̱níkḛ
denim,dẽnịm,dẽnịm,dẽ̱nịm
denio,dếnïō,dếnïō,dế̱nïō
deniro,dénírō,dénírō,déní̱rō
deniro's,dénírō's,dénírō's,déní̱rō's
denis,dẽnís,dẽnís,dẽ̱nís
denise,dénïse,dénïsḛ,dénï̱sḛ
denison,dẽnísọn,dẽnísọn,dẽ̱nísọn
denison's,dẽnísọn's,dẽnísọn's,dẽ̱nísọn's
deniston,dẽnístồn,dẽnístồn,dẽ̱nístồn
deniz,dēnïz,dēnïz,dē̱nïz
denizen,dẽnịzẹn,dẽnịzẹn,dẽ̱nịzẹn
denizens,dẽnịzẹns,dẽnịzẹns,dẽ̱nịzẹns
denk,dẽnk,dẽnk,dẽ̱nk
denker,dẽnker,dẽnker,dẽ̱nker
denki,dẽnkï,dẽnkï,dẽ̱nkï
denkins,dẽnkíns,dẽnkíns,dẽ̱nkíns
denko,dẽnkō,dẽnkō,dẽ̱nkō
denktas,dẽnktạs,dẽnktạs,dẽ̱nktạs
denlea,dẽnlếa,dẽnlếa̰,dẽ̱nlế̳a̰
denley,dẽnleÿ,dẽnlḛÿ,dẽ̱nlḛÿ
denlinger,dẽnlínger,dẽnlínger,dẽ̱nlínger
denman,dẽnmạn,dẽnmạn,dẽ̱nmạn
denmark,dẽnmầrk,dẽnmầrk,dẽ̱nmầ̳rk
denmark's,dẽnmầrk's,dẽnmầrk'̰s,dẽ̱nmầ̳rk'̰s
denmon,dẽnmọn,dẽnmọn,dẽ̱nmọn
denn,dẽnn,dẽnn,dẽ̱nn
dennard,dénnầrd,dénnầrd,dénnầ̱rd
denne,dẽnne,dẽnnḛ,dẽ̱nnḛ
dennehy,dẽnnéhÿ,dẽnnéhÿ,dẽ̱nnéhÿ
dennen,dẽnnẹn,dẽnnẹn,dẽ̱nnẹn
denner,dẽnner,dẽnner,dẽ̱nner
dennett,dẽnnétt,dẽnnétt,dẽ̱nnétt
denney,dẽnneÿ,dẽnnḛÿ,dẽ̱nnḛÿ
dennie,dẽnnïe,dẽnnïḛ,dẽ̱nnïḛ
dennin,dẽnnín,dẽnnín,dẽ̱nnín
denning,dẽnníng,dẽnníng,dẽ̱nníng
denninger,dẽnnínger,dẽnnínger,dẽ̱nnínger
dennington,dẽnníngtọn,dẽnníngtọn,dẽ̱nníngtọn
dennis,dẽnnís,dẽnnís,dẽ̱nnís
dennison,dẽnnísọn,dẽnnísọn,dẽ̱nnísọn
denniston,dẽnnístồn,dẽnnístồn,dẽ̱nnístồn
denno,dẽnnō,dẽnnō,dẽ̱nnō
denny,dẽnnÿ,dẽnnÿ,dẽ̱nnÿ
denny's,dẽnnÿ's,dẽnnÿ's,dẽ̱nnÿ's
deno,dếnō,dếnō,dế̱nō
denoble,dẽnōble,dẽnōblḛ,dẽ̱nōblḛ
denominate,dénồmịnāte,dénồmịnātḛ,dénồ̱mịnā̳tḛ
denominated,dénồmịnātéd,dénồmịnātéd,dénồ̱mịnā̳téd
denomination,dénổmịnātiọn,dénổmịnātiọn,dénổ̳mịnā̱tiọn
denomination's,dénổmịnātiọn's,dénổmịnātiọn's,dénổ̳mịnā̱tiọn's
denominational,dénổmịnātiọnạl,dénổmịnātiọnạl,dénổ̳mịnā̱tiọnạl
denominations,dénổmịnātiọns,dénổmịnātiọns,dénổ̳mịnā̱tiọns
denominator,dénồmịnātor,dénồmịnātor,dénồ̱mịnā̳tor
denomme,dẽnọmme,dẽnọmmḛ,dẽ̱nọmmḛ
denosse,dénổssế,dénổssế,dénổ̱ssế
denote,dénōte,dénōtḛ,dénō̱tḛ
denoted,dénōtẹd,dénōtẹd,dénō̱tẹd
denotes,dénōtes,dénōtḛs,dénō̱tḛs
denoting,dénōtíng,dénōtíng,dénō̱tíng
denouement,dēnoüemềnt,dēno̰üḛmềnt̰,dē̳no̰ü̳ḛmề̱nt̰
denounce,dénounce,dénouncḛ,déno̱uncḛ
denounced,dénounced,dénounced,déno̱unced
denounces,dénouncés,dénouncés,déno̱uncés
denouncing,dénouncíng,dénouncíng,déno̱uncíng
denoyer,dẽnoyer,dẽnoyer,dẽ̱noyer
dens,dẽns,dẽns,dẽ̱ns
densch,dẽnsch,dẽnsch̰,dẽ̱nsch̰
dense,dẽnse,dẽnsḛ,dẽ̱nsḛ
densely,dẽnselÿ,dẽnsḛlÿ,dẽ̱nsḛlÿ
denser,dẽnser,dẽnser,dẽ̱nser
densest,dẽnsẹst,dẽnsẹst,dẽ̱nsẹst
denshin,dẽnshín,dẽnshín,dẽ̱nshín
densities,dẽnsịtïes,dẽnsịtïḛs,dẽ̱nsịtïḛs
densitometer,dẽnsịtồmẹter,dẽnsịtồmẹter,dẽ̳nsịtồ̱mẹter
density,dẽnsítÿ,dẽnsítÿ,dẽ̱nsítÿ
densley,dẽnsleÿ,dẽnslḛÿ,dẽ̱nslḛÿ
denslow,dẽnslow,dẽnslow,dẽ̱nslo̳w
densmore,dẽnsmổre,dẽnsmổrḛ,dẽ̱nsmổrḛ
denson,dẽnsọn,dẽnsọn,dẽ̱nsọn
dent,dẽnt,dẽnt,dẽ̱nt
dental,dẽntạl,dẽnt̰ạl,dẽ̱nt̰ạl
dentals,dẽntạls,dẽnt̰ạls,dẽ̱nt̰ạls
dente,dẽntē,dẽntē,dẽ̱ntē̳
dented,dẽntéd,dẽntéd,dẽ̱ntéd
dentin,dẽntịn,dẽntịn,dẽ̱ntịn
dentine,dẽntïne,dẽntïnḛ,dẽ̱ntïnḛ
denting,dẽntíng,dẽntíng,dẽ̱ntíng
dentino,déntïnō,déntïnō,déntï̱nō
dentist,dẽntíst,dẽnt̰íst,dẽ̱nt̰íst
dentist's,dẽntíst's,dẽntíst'̰s,dẽ̱ntíst'̰s
dentistry,dẽntístrÿ,dẽnt̰ístrÿ,dẽ̱nt̰ístrÿ
dentists,dẽntísts,dẽntísts,dẽ̱ntísts
dentists',dẽntísts',dẽnt̰ísts'̰,dẽ̱nt̰ísts'̰
dentition,dẽntítiọn,dẽntítiọn,dẽntí̱tiọn
dentler,dẽntler,dẽntler,dẽ̱ntler
denton,dẽntọn,dẽntọn,dẽ̱ntọn
dentremont,dēntrēmồnt,dēntrēmồnt,dēntrē̱mồnt
dents,dẽnts,dẽnts,dẽ̱nts
dentsu,dẽntsü,dẽntsü,dẽ̱ntsü
dentton,dẽnttọn,dẽnttọn,dẽ̱nttọn
denture,dẽnture,dẽnturḛ,dẽ̱nturḛ
dentures,dẽntures,dẽnturḛs,dẽ̱nturḛs
dentzer,dẽntzer,dẽntzer,dẽ̱ntzer
denucci,dénüccï,dénüccï,dénü̱ccï̳
denuclearization,dếnüclếarịzātiọn,dếnüclếa̰rịzātiọn,dếnü̳clếa̰r̳ịzā̱tiọn
denuclearized,dếnüclếarīzed,dếnüclếarīzḛd,dếnü̱clếarī̳zḛd
denude,dénüde,dénüdḛ,dénü̱dḛ
denuded,dénüdéd,dénüdéd,dénü̱déd
denuding,dénüdíng,dénüdíng,dénü̱díng
denunciation,dénùncïātiọn,dénùncïātiọn,dénù̳ncïā̱tiọn
denunciations,dénùncïātiọns,dénùncïātiọns,dénù̳ncïā̱tiọns
denunzio,dẹnùnzïō,dẹnùnzïō,dẹnù̱nzïō
denver,dẽnver,dẽnver,dẽ̱nver
denver's,dẽnver's,dẽnver's,dẽ̱nver's
denwa,dẽnwầ,dẽnwầ,dẽ̱nwầ̳
deny,dénȳ,dénȳ,dénȳ̱
denying,dénȳíng,dénȳíng,dénȳ̱íng
denys,dẽnýs,dẽnýs,dẽ̱ný̳s
denyse,dẽnȳse,dẽnȳsḛ,dẽ̱nȳsḛ
denz,dẽnz,dẽnz,dẽ̱nz
denzel,dẽnzẹl,dẽnzẹl,dẽ̱nzẹl
denzer,dẽnzer,dẽnzer,dẽ̱nzer
denzil,dẽnzịl,dẽnzịl,dẽ̱nzịl
denzler,dẽnzler,dẽnzler,dẽ̱nzler
deo,dếō,dếō,dế̱ō
deodorant,dếōdorạnt,dếōdorạnt,dếō̱dorạnt
deodorants,dếōdorạnts,dếōdorạnts,dếō̱dorạnts
deoliveira,dếồlíveirầ,dếồlíveirầ,dế̳ồ̳líve̱irầ̳
deon,dếồn,dếồn,dế̱ồn
deontological,dếồntọlồgịcạl,dếồntọlồgịcạl,dế̳ồntọlồ̱gịcạl
deontology,dếồntồlọgÿ,dếồntồlọgÿ,dếồntồ̱lọgÿ
deorbit,dếổrbít,dếổrbít,dếổ̱rbít
deoxyribonucleic,dếồxÿrībōnüclēíc,dếồxÿrībōnüclēíc,dếồ̳xÿrī̳bōnüclē̱íc
dep,dẽp,dẽp,dẽ̱p
depace,dépầcế,dépầcế,dépầ̱cế̳
depalma,dépầlmạ,dépầlmạ,dépầ̱lmạ
depalma's,dépầlmạ's,dépầlmạ's,dépầ̱lmạ's
depalo,dépầlō,dépầlō,dépầ̱lō̳
depaola,dépaolầ,dépaolầ,dépa̱olầ̳
depaoli,dépaolï,dépaolï,dépa̱olï̳
depaolis,dẽpaolís,dẽpaolís,dẽpa̱olís
depaolo,dépaolō,dépaolō,dépa̱olō̳
depardieu,dếpầrdieü,dếpầrdḭḛü,dế̳pầrdḭḛü̱
depart,dépầrt,dépầrt,dépầ̱rt
departed,dépầrtéd,dépầrtéd,dépầ̱rtéd
departing,dépầrtíng,dépầrtíng,dépầ̱rtíng
department,dépầrtmẹnt,dépầrtmẹnt,dépầ̱rtmẹnt
department's,dépầrtmẹnt's,dépầrtmẹnt'̰s,dépầ̱rtmẹnt'̰s
departmental,dépầrtmẽntạl,dépầrtmẽntạl,dépầ̳rtmẽ̱ntạl
departmentalize,dépầrtmẽntạlīze,dépầrtmẽnt̰ạlīzḛ,dépầ̳rtmẽ̱nt̰ạlī̳zḛ
departmentalized,dépầrtmẽntạlīzed,dépầrtmẽnt̰ạlīzḛd,dépầ̳rtmẽ̱nt̰ạlī̳zḛd
departmentalizes,dépầrtmẽntạlīzés,dépầrtmẽntạlīzés,dépầ̳rtmẽ̱ntạlī̳zés
departmentalizing,dépầrtmẽntạlīzíng,dépầrtmẽntạlīzíng,dépầ̳rtmẽ̱ntạlī̳zíng
departments,dépầrtmẹnts,dépầrtmẹnts,dépầ̱rtmẹnts
departs,dépầrts,dépầrts,dépầ̱rts
departure,dépầrture,dépầrturḛ,dépầ̱rturḛ
departures,dépầrtures,dépầrturḛs,dépầ̱rturḛs
depascale,dépầscầlế,dépầscầlế,dépầscầ̱lế
depasquale,dépầsqüầlế,dépầsqüầlế,dépầsqüầ̱lế
depass,dépẫss,dépẫss,dépẫ̱ss
depaul,dépaul,dépaul,dépa̱ul
depaula,dépaulạ,dépaulạ,dépa̱ulạ
depaulo,dépaulō,dépaulō,dépa̱ulō
depauw,dẹpauw,dẹpauw̰,dẹpa̱uw̰
depaz,dẹpẫz,dẹpẫz,dẹpẫ̱z
depend,dépẽnd,dépẽnd,dépẽ̱nd
dependability,dépẽndạbílítÿ,dépẽndạbílítÿ,dépẽ̳ndạbí̱lítÿ
dependable,dépẽndạble,dépẽndạblḛ,dépẽ̱ndạblḛ
depended,dépẽndéd,dépẽndéd,dépẽ̱ndéd
dependence,dépẽndẹnce,dépẽndẹncḛ,dépẽ̱ndẹncḛ
dependencies,dépẽndẹncïes,dépẽndẹncïḛs,dépẽ̱ndẹncïḛs
dependency,dépẽndẹncÿ,dépẽndẹncÿ,dépẽ̱ndẹncÿ
dependent,dépẽndẹnt,dépẽndẹnt,dépẽ̱ndẹnt
dependents,dépẽndẹnts,dépẽndẹnts,dépẽ̱ndẹnts
depending,dépẽndíng,dépẽndíng,dépẽ̱ndíng
depends,dépẽnds,dépẽnds,dépẽ̱nds
depersonalize,dếpersonạlīze,dếperso̰nạlīzḛ,dếpe̱rso̰nạlī̳zḛ
depetro,dépẽtrō,dépẽtrō,dépẽ̱trō
depew,dẹpew,dẹpḛw,dẹpḛw̱
dephillips,déphíllíps,déphíllíps,déphí̱llíps
depict,dépíct,dépíct,dépí̱ct
depicted,dépíctéd,dépíctéd,dépí̱ctéd
depicting,dépíctíng,dépíctíng,dépí̱ctíng
depiction,dépíctiọn,dépíctiọn,dépí̱ctiọn
depictions,dépíctiọns,dépíctiọns,dépí̱ctiọns
depicts,dépícts,dépíct̰s,dépí̱ct̰s
depietro,dépïetrō,dépïḛtrō,dépï̱ḛtrō
depilatory,dépílạtổrÿ,dépílạtổrÿ,dépí̱lạtổ̳rÿ
depina,dépïnạ,dépïnạ,dépï̱nạ
depinto,dépïntō,dépïntō,dépï̱ntō
deplete,déplếte,déplếtḛ,déplế̱tḛ
depleted,déplếtéd,déplếtéd,déplế̱téd
depleter,déplếter,déplếter,déplế̱ter
depleters,déplếters,déplếters,déplế̱ters
depletes,déplếtes,déplếtḛs,déplế̱tḛs
depleting,déplếtíng,déplếtíng,déplế̱tíng
depletion,déplếtiọn,déplếtiọn,déplế̱tiọn
deplorable,déplổrạble,déplổrạblḛ,déplổ̱rạblḛ
deplore,déplổre,déplổrḛ,déplổ̱rḛ
deplored,déplổred,déplổrḛd,déplổ̱rḛd
deplores,déplổres,déplổrḛs,déplổ̱rḛs
deploring,déplổríng,déplổríng,déplổ̱ríng
deploy,déploy,déploy,déplo̱y
deployable,déployạble,déployạblḛ,déplo̱yạblḛ
deployed,déployed,déployḛd,déplo̱yḛd
deploying,déployíng,déployíng,déplo̱yíng
deployment,déploymẹnt,déploymẹnt,déplo̱ymẹnt
deployments,déploymẹnts,déploymẹnts,déplo̱ymẹnts
deploys,déploys,déploys,déplo̱ys
depner,dẽpner,dẽpner,dẽ̱pner
depo,dẽpō,dẽpō,dẽ̱pō
depolo,dépōlō,dépōlō,dépō̱lō
deponte,dépōntế,dépōntế,dépō̱ntế
depopulate,dếpồpūlāte,dếpồpūlātḛ,dếpồ̱pūlā̳tḛ
depopulation,dếpồpūlātiọn,dếpồpūlātiọn,dế̳pồpūlā̱tiọn
deport,dépổrt,dépổrt,dépổ̱rt
deportation,dếpổrtātiọn,dếpổrtātiọn,dế̳pổrtā̱tiọn
deportations,dếpổrtātiọns,dếpổrtātiọns,dế̳pổrtā̱tiọns
deported,dépổrtẹd,dépổrtẹd,dépổ̱rtẹd
deportee,dếpổrteế,dếpổrtḛế,dế̳pổrtḛế̱
deportees,dếpổrteếs,dếpổrtḛếs,dế̳pổrtḛế̱s
deporting,dépổrtíng,dépổrtíng,dépổ̱rtíng
deportment,dẹpổrtmẹnt,dẹpổrtmẹnt,dẹpổ̱rtmẹnt
depose,dépōse,dépōsḛ,dépō̱sḛ
deposed,dépōsed,dépōsḛd,dépō̱sḛd
deposi,dẹpōsï,dẹpōsï,dẹpō̱sï
deposit,dépồsịt,dépồsịt,dépồ̱sịt
depositary,dépồsítãrÿ,dépồsítãrÿ,dépồ̱sítã̳rÿ
deposited,dépồsịtẹd,dépồsịtẹd,dépồ̱sịtẹd
depositing,dẹpồsítíng,dẹpồsítíng,dẹpồ̱sítíng
deposition,dẽpọsítiọn,dẽpọsítiọn,dẽ̳pọsí̱tiọn
depositional,dẽpọsítiọnạl,dẽpọsítiọnạl,dẽ̳pọsí̱tiọnạl
depositions,dẽpọsítiọns,dẽpọsítiọns,dẽ̳pọsí̱tiọns
depositor,dẹpồsítor,dẹpồsítor,dẹpồ̱sítor
depositor's,dẹpồsítor's,dẹpồsítor's,dẹpồ̱sítor's
depositors,dẹpồsítors,dẹpồsítors,dẹpồ̱sítors
depositors',dépồsítors',dépồsítors'̰,dépồ̱sítors'̰
depository,dépồsịtổrÿ,dépồsịtổrÿ,dépồ̱sịtổ̳rÿ
deposits,dépồsịts,dépồsịts,dépồ̱sịts
depot,dếpōt,dếpōt̰,dế̱pōt̰
depot's,dếpōt's,dếpōt̰'s,dế̱pōt̰'s
depots,dếpōts,dếpōt̰s,dế̱pōt̰s
depoy,dẽpoy,dẽpoy,dẽ̱poy
depp,dẽpp,dẽpp,dẽ̱pp
deppe,dẽppe,dẽppḛ,dẽ̱ppḛ
deppen,dẽppẹn,dẽppẹn,dẽ̱ppẹn
depravation,dẽprạvātiọn,dẽprạvātiọn,dẽ̳prạvā̱tiọn
deprave,dếprāve,dếprāvḛ,dếprā̱vḛ
depraved,dếprāved,dếprāvḛd,dếprā̱vḛd
depravity,déprẫvịtÿ,déprẫvịtÿ,déprẫ̱vịtÿ
deprecate,dẽprẹcāte,dẽprẹcātḛ,dẽ̱prẹcā̳tḛ
deprecated,dẽprẹcātẹd,dẽprẹcātẹd,dẽ̱prẹcā̳tẹd
deprecates,dẽprẹcātes,dẽprẹcātḛs,dẽ̱prẹcā̳tḛs
deprecating,dẽprẹcātíng,dẽprẹcātíng,dẽ̱prẹcā̳tíng
depreciable,dépréciạble,dépréciạblḛ,dépré̱ciạblḛ
depreciate,déprếcïāte,déprếcïātḛ,déprế̱cïā̳tḛ
depreciated,déprếcïātéd,déprếcïātéd,déprế̱cïā̳téd
depreciates,déprếcïātes,déprếcïātḛs,déprế̱cïā̳tḛs
depreciating,déprếcïātíng,déprếcïātíng,déprế̱cïā̳tíng
depreciation,déprếcïātiọn,déprếcïātiọn,déprế̳cïā̱tiọn
depreciations,déprếcïātiọns,déprếcïātiọns,déprế̳cïā̱tiọns
depredation,dẽprẹdātiọn,dẽprẹdātiọn,dẽ̳prẹdā̱tiọn
depredations,dẽprẹdātiọns,dẽprẹdātiọns,dẽ̳prẹdā̱tiọns
depree,dépreế,déprḛế,déprḛế̱
deprenyl,dẽprẹnýl,dẽprẹnýl,dẽ̱prẹný̳l
depress,déprẽss,déprẽss,déprẽ̱ss
depressant,déprẽssạnt,déprẽssạnt,déprẽ̱ssạnt
depressants,déprẽssạnts,déprẽssạnts,déprẽ̱ssạnts
depressed,déprẽssed,déprẽssed,déprẽ̱ssed
depresses,déprẽssés,déprẽssés,déprẽ̱ssés
depressing,déprẽssíng,déprẽssíng,déprẽ̱ssíng
depressingly,déprẽssínglÿ,déprẽssínglÿ,déprẽ̱ssínglÿ
depression,déprẽssiọn,déprẽs̰siọn,déprẽ̱s̰siọn
depressions,déprẽssiọns,déprẽs̰siọns,déprẽ̱s̰siọns
depressive,déprẽssíve,déprẽssívḛ,déprẽ̱ssívḛ
depressurize,déprẽssurīze,déprẽssurīzḛ,déprẽ̱ssurī̳zḛ
depressurized,déprẽssurīzed,déprẽssurīzḛd,déprẽ̱ssurī̳zḛd
depressurizes,déprẽssurīzés,déprẽssurīzés,déprẽ̱ssurī̳zés
depressurizing,déprẽssurīzíng,déprẽssurīzíng,déprẽ̱ssurī̳zíng
deprey,dẽpreÿ,dẽprḛÿ,dẽ̱prḛÿ
deprez,dēprẽz,dēprẽz,dēprẽ̱z
depriest,déprïest,déprïḛst,déprï̱ḛst
deprivation,dẽprịvātiọn,dẽprịvātiọn,dẽ̳prịvā̱tiọn
deprivations,dẽprịvātiọns,dẽprịvātiọns,dẽ̳prịvā̱tiọns
deprive,déprīve,déprīvḛ,déprī̱vḛ
deprived,déprīved,déprīvḛd,déprī̱vḛd
deprives,déprīves,déprīvḛs,déprī̱vḛs
depriving,déprīvíng,déprīvíng,déprī̱víng
deprogram,dếprōgrẫm,dếprōgrẫm,dếprō̱grẫm
deprogramming,dếprōgrẫmmíng,dếprōgrẫmmíng,dếprō̱grẫmmíng
depth,dẽpth,dẽpth,dẽ̱pth
depths,dẽpths,dẽpths,dẽ̱pths
deptula,déptülạ,déptülạ,déptü̱lạ
depue,dẹpūe,dẹpūḛ,dẹpū̱ḛ
deputies,dẽpūtïes,dẽpūtïḛs,dẽ̱pūtïḛs
deputize,dẽpūtīze,dẽpūtīzḛ,dẽ̱pūtī̳zḛ
deputized,dẽpūtīzed,dẽpūtīzḛd,dẽ̱pūtī̳zḛd
deputy,dẽpūtÿ,dẽpūtÿ,dẽ̱pūtÿ
depuy,dépüÿ,dépüÿ,dépüÿ̱
dequeker,déqüẽker,déqüẽker,déqüẽ̱ker
der,der,der,de̱r
derail,dérail,dérail,déra̱il
derailed,dérailed,dérailḛd,déra̱ilḛd
derailing,dérailíng,dérailíng,déra̱ilíng
derailment,dérailmẹnt,dérailmẹnt,déra̱ilmẹnt
derailments,dérailmẹnts,dérailmẹnts,déra̱ilmẹnts
derails,dérails,dérails,déra̱ils
deramo,dérầmō,dérầmō,dérầ̱mō
deramus,dẽrạmụs,dẽrạmụs,dẽ̱rạmụs
derange,dérānge,dérāngḛ,dérā̱ngḛ
deranged,dérānged,dérāngḛd,dérā̱ngḛd
derasmo,dérầsmō,dérầsmō,dérầ̱smō
derby,derbÿ,derbÿ,de̱rbÿ
derbyshire,derbÿshire,derbÿshirḛ,de̱rbÿshi̳rḛ
derchin,derchín,derchín,de̱rchín
dercole,dércōlế,dércōlế,dércō̱lế
derden,derdẹn,derdẹn,de̱rdẹn
derderian,derdérïạn,derdérïạn,derdé̱rïạn
derecktor,derẽcktor,derẽcktor,derẽ̱cktor
deregt,derẽgt,derẽgt,derẽ̱gt
deregulate,dếrẽgūlāte,dếrẽgūlātḛ,dếrẽ̱gūlātḛ
deregulated,dếrẽgūlātéd,dếrẽgūlātéd,dếrẽ̱gūlātéd
deregulating,dếrẽgūlātíng,dếrẽgūlātíng,dếrẽ̱gūlā̳tíng
deregulation,dếrẽgūlātiọn,dếrẽgūlātiọn,dếrẽ̳gūlā̱tiọn
deregulator,dếrẽgūlātor,dếrẽgūlātor,dếrẽ̱gūlātor
deregulators,dếrẽgūlātors,dếrẽgūlātors,dếrẽ̱gūlātors
deregulatory,dếrẽgūlạtổrÿ,dếrẽgūlạtổrÿ,dếrẽ̱gūlạtổ̳rÿ
derek,dẽrék,dẽrék,dẽ̱rék
derek's,dẽrék's,dẽrék'̰s,dẽ̱rék'̰s
derelict,dẽrẹlíct,dẽrẹlíct,dẽ̱rẹlí̳ct
dereliction,dẽrẹlíctiọn,dẽrẹlíctiọn,dẽ̳rẹlí̱ctiọn
derelicts,dẽrẹlícts,dẽrẹlíct̰s,dẽ̱rẹlí̳ct̰s
deremer,dẽrếmer,dẽrếmer,dẽ̱rếmer
deren,dérẹn,dérẹn,dé̱rẹn
derenzo,dérẽnzō,dérẽnzō,dérẽ̱nzō
derflinger,derflínger,derflínger,de̱rflínger
derham,derhạm,derhạm,de̱rhạm
derhammer,derhạmmer,derhạmmer,de̱rhạmmer
derick,dẽríck,dẽríck,dẽ̱ríck
derickson,dẽrícksọn,dẽrícksọn,dẽ̱rícksọn
derida,dẹrïdạ,dẹrïdạ,dẹrï̱dạ
deridder,dẽrídder,dẽrídd̰er,dẽ̱rídd̰er
deride,dérīde,dérīdḛ,dérī̱dḛ
derided,dérīdéd,dérīdéd,dérī̱déd
derides,dérīdes,dérīdḛs,dérī̱dḛs
deriding,dérīdíng,dérīdíng,dérī̱díng
derienzo,dérïenzō,dérïḛnzō,dérï̱ḛnzō
derik,dẽrík,dẽrík,dẽ̱rík
dering,déríng,déríng,dé̱ríng
deringer,dẽrínger,dẽrínger,dẽ̱rínger
derington,deríngtọn,deríngtọn,de̱ríngtọn
derise,dẽrīse,dẽrīsḛ,dẽ̱rīsḛ
derision,derísiọn,derísiọn,derí̱siọn
derisive,derīsíve,derīsívḛ,derī̱sívḛ
derisively,derīsívelÿ,derīsívḛlÿ,derī̱sívḛlÿ
deriso,dérïsō,dérïsō,dérï̱sō
derivation,dẽrịvātiọn,dẽrịvātiọn,dẽ̳rịvā̱tiọn
derivative,derívátíve,derívátívḛ,derí̱vátívḛ
derivatives,derívạtíves,derívạtívḛs,derí̱vạtívḛs
derive,derīve,derīvḛ,derī̱vḛ
derived,derīved,derīvḛd,derī̱vḛd
derives,dérīves,dérīvḛs,dérī̱vḛs
deriving,derīvíng,derīvíng,derī̱víng
derk,derk,derk,de̱rk
derks,derks,derks,de̱rks
derksen,derksẹn,derksẹn,de̱rksẹn
derleth,derléth,derléth,de̱rléth
derma,dermạ,dermạ,de̱rmạ
dermagraph,dermạgrẫph,dermạgrẫph,de̱rmạgrẫph
dermal,dermạl,dermạl,de̱rmạl
derman,dermạn,dermạn,de̱rmạn
dermatitis,dermạtītís,dḛrmạtītís,dḛr̳mạtī̱tís
dermatological,dermạtọlồgícạl,dḛrmạtọlồgícạl,dḛr̳mạtọlồ̱gícạl
dermatologist,dermạtồlọgíst,dḛrmạtồlọgíst,dḛr̳mạtồ̱lọgíst
dermatologists,dermạtồlọgísts,dḛrmạtồlọgísts,dḛr̳mạtồ̱lọgísts
